observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,frequencyLow,frequencyHigh,observationLevel,observationType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,latitude,longitude,timestamp_x,timestamp_y,timestamp
20584,G01,G01_20250908_080000.WAV,,3.0,6.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.954,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20585,G01,G01_20250908_080000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.981,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20588,G01,G01_20250908_080000.WAV,,18.0,21.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.991,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20589,G01,G01_20250908_080000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.989,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20592,G01,G01_20250908_080000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.795,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20593,G01,G01_20250908_080000.WAV,,33.0,36.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.852,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20597,G01,G01_20250908_080000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.289,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20598,G01,G01_20250908_080000.WAV,,45.0,48.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.979,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20599,G01,G01_20250908_080000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.915,,,2.014806,-73.841528,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00,2025-09-08T08:00:00-05:00
20686,G01,G01_20250922_063000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.79,,,2.014806,-73.841528,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00
20688,G01,G01_20250922_063000.WAV,,15.0,18.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.498,,,2.014806,-73.841528,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00
20692,G01,G01_20250922_063000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00
20697,G01,G01_20250922_063000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.896,,,2.014806,-73.841528,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00
20700,G01,G01_20250922_063000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.561,,,2.014806,-73.841528,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00,2025-09-22T06:30:00-05:00
20818,G01,G01_20250914_103000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-14T10:30:00-05:00,2025-09-14T10:30:00-05:00,2025-09-14T10:30:00-05:00
20901,G01,G01_20250909_063000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.577,,,2.014806,-73.841528,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00
20914,G01,G01_20250909_063000.WAV,,54.0,57.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.285,,,2.014806,-73.841528,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00
20916,G01,G01_20250909_063000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.851,,,2.014806,-73.841528,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00,2025-09-09T06:30:00-05:00
20973,G01,G01_20250921_093000.WAV,,48.0,51.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.896,,,2.014806,-73.841528,2025-09-21T09:30:00-05:00,2025-09-21T09:30:00-05:00,2025-09-21T09:30:00-05:00
20975,G01,G01_20250921_093000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.968,,,2.014806,-73.841528,2025-09-21T09:30:00-05:00,2025-09-21T09:30:00-05:00,2025-09-21T09:30:00-05:00
22140,G01,G01_20250916_070000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.784,,,2.014806,-73.841528,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00
22144,G01,G01_20250916_070000.WAV,,12.0,15.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.344,,,2.014806,-73.841528,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00
22148,G01,G01_20250916_070000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00
22152,G01,G01_20250916_070000.WAV,,39.0,42.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.85,,,2.014806,-73.841528,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00,2025-09-16T07:00:00-05:00
22602,G01,G01_20250921_090000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.88,,,2.014806,-73.841528,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00
22604,G01,G01_20250921_090000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.348,,,2.014806,-73.841528,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00
22607,G01,G01_20250921_090000.WAV,,39.0,42.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00
22608,G01,G01_20250921_090000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.805,,,2.014806,-73.841528,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00,2025-09-21T09:00:00-05:00
22972,G01,G01_20250922_053000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.766,,,2.014806,-73.841528,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00
22976,G01,G01_20250922_053000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.516,,,2.014806,-73.841528,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00
22980,G01,G01_20250922_053000.WAV,,33.0,36.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.854,,,2.014806,-73.841528,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00
22985,G01,G01_20250922_053000.WAV,,45.0,48.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.72,,,2.014806,-73.841528,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00,2025-09-22T05:30:00-05:00
23669,G01,G01_20250914_090000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.934,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23671,G01,G01_20250914_090000.WAV,,18.0,21.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.415,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23672,G01,G01_20250914_090000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.801,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23673,G01,G01_20250914_090000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.726,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23674,G01,G01_20250914_090000.WAV,,33.0,36.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.952,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23675,G01,G01_20250914_090000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.354,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23676,G01,G01_20250914_090000.WAV,,45.0,48.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00,2025-09-14T09:00:00-05:00
23791,G01,G01_20250918_083000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-18T08:30:00-05:00,2025-09-18T08:30:00-05:00,2025-09-18T08:30:00-05:00
24025,G01,G01_20250919_073000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.455,,,2.014806,-73.841528,2025-09-19T07:30:00-05:00,2025-09-19T07:30:00-05:00,2025-09-19T07:30:00-05:00
24243,G01,G01_20250914_083000.WAV,,3.0,6.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.792,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24244,G01,G01_20250914_083000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24246,G01,G01_20250914_083000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.908,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24247,G01,G01_20250914_083000.WAV,,27.0,30.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.868,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24249,G01,G01_20250914_083000.WAV,,36.0,39.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.911,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24250,G01,G01_20250914_083000.WAV,,39.0,42.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.634,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24257,G01,G01_20250914_083000.WAV,,51.0,54.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.94,,,2.014806,-73.841528,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00,2025-09-14T08:30:00-05:00
24277,G01,G01_20250920_073000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.713,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24279,G01,G01_20250920_073000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.843,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24283,G01,G01_20250920_073000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.808,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24284,G01,G01_20250920_073000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.93,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24288,G01,G01_20250920_073000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.57,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24289,G01,G01_20250920_073000.WAV,,45.0,48.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.847,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24293,G01,G01_20250920_073000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.328,,,2.014806,-73.841528,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00,2025-09-20T07:30:00-05:00
24294,G01,G01_20250903_100000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.437,,,2.014806,-73.841528,2025-09-03T10:00:00-05:00,2025-09-03T10:00:00-05:00,2025-09-03T10:00:00-05:00
24373,G01,G01_20250919_070000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.881,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24374,G01,G01_20250919_070000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.886,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24376,G01,G01_20250919_070000.WAV,,18.0,21.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.919,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24377,G01,G01_20250919_070000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24379,G01,G01_20250919_070000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.926,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24380,G01,G01_20250919_070000.WAV,,33.0,36.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.457,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24385,G01,G01_20250919_070000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.899,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24386,G01,G01_20250919_070000.WAV,,45.0,48.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.788,,,2.014806,-73.841528,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00,2025-09-19T07:00:00-05:00
24417,G01,G01_20250914_073000.WAV,,3.0,6.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.453,,,2.014806,-73.841528,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00
24429,G01,G01_20250914_073000.WAV,,30.0,33.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.548,,,2.014806,-73.841528,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00
24436,G01,G01_20250914_073000.WAV,,42.0,45.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.545,,,2.014806,-73.841528,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00
24439,G01,G01_20250914_073000.WAV,,51.0,54.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.904,,,2.014806,-73.841528,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00,2025-09-14T07:30:00-05:00
24476,G01,G01_20250903_073000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.749,,,2.014806,-73.841528,2025-09-03T07:30:00-05:00,2025-09-03T07:30:00-05:00,2025-09-03T07:30:00-05:00
24905,G01,G01_20250918_090000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.336,,,2.014806,-73.841528,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00
24907,G01,G01_20250918_090000.WAV,,21.0,24.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.803,,,2.014806,-73.841528,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00
24909,G01,G01_20250918_090000.WAV,,39.0,42.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00,2025-09-18T09:00:00-05:00
25070,G01,G01_20250914_093000.WAV,,15.0,18.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.634,,,2.014806,-73.841528,2025-09-14T09:30:00-05:00,2025-09-14T09:30:00-05:00,2025-09-14T09:30:00-05:00
25152,G01,G01_20250920_070000.WAV,,18.0,21.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.53,,,2.014806,-73.841528,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00
25154,G01,G01_20250920_070000.WAV,,33.0,36.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.541,,,2.014806,-73.841528,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00
25156,G01,G01_20250920_070000.WAV,,48.0,51.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00
25158,G01,G01_20250920_070000.WAV,,57.0,60.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.785,,,2.014806,-73.841528,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00,2025-09-20T07:00:00-05:00
25467,G01,G01_20250921_080000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25469,G01,G01_20250921_080000.WAV,,3.0,6.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25471,G01,G01_20250921_080000.WAV,,12.0,15.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.931,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25472,G01,G01_20250921_080000.WAV,,15.0,18.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25473,G01,G01_20250921_080000.WAV,,24.0,27.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25474,G01,G01_20250921_080000.WAV,,27.0,30.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.93,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25475,G01,G01_20250921_080000.WAV,,48.0,51.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00,2025-09-21T08:00:00-05:00
25604,G01,G01_20250914_080000.WAV,,0.0,3.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.342,,,2.014806,-73.841528,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00
25605,G01,G01_20250914_080000.WAV,,3.0,6.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.469,,,2.014806,-73.841528,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00
25606,G01,G01_20250914_080000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.445,,,2.014806,-73.841528,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00
25609,G01,G01_20250914_080000.WAV,,15.0,18.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.344,,,2.014806,-73.841528,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00,2025-09-14T08:00:00-05:00
25774,G01,G01_20250906_073000.WAV,,27.0,30.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.446,,,2.014806,-73.841528,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00
25781,G01,G01_20250906_073000.WAV,,51.0,54.0,,,interval,animal,Akletos melanoceps,,,,,,,human,Daniela Martínez,2026-02-02T11:50:31-0500,1.0,,,2.014806,-73.841528,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00
25782,G01,G01_20250906_073000.WAV,,54.0,57.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.413,,,2.014806,-73.841528,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00,2025-09-06T07:30:00-05:00
25823,G01,G01_20250916_083000.WAV,,6.0,9.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.867,,,2.014806,-73.841528,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00
25824,G01,G01_20250916_083000.WAV,,9.0,12.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.775,,,2.014806,-73.841528,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00
25825,G01,G01_20250916_083000.WAV,,18.0,21.0,,,interval,animal,Akletos melanoceps,,,,,,,machine,Birdnet 2.4,2025-11-26T19:41:16,0.968,,,2.014806,-73.841528,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00,2025-09-16T08:30:00-05:00
